"","predictor","response"
"1",56.1525204451755,0
"2",51.2103801593184,1
"3",58.6035463493317,1
"4",25.3865844104439,0
"5",44.3276110105217,0
"6",59.5025108195841,1
"7",1.15663583856076,0
"8",5.54554602131248,0
"9",15.5636551324278,0
"10",3.39366416446865,0
"11",71.8667063862085,1
"12",51.1159230023623,0
"13",7.94158224016428,0
"14",83.2247282844037,5
"15",85.9268947970122,6
"16",16.7297451524064,0
"17",15.7581558218226,0
"18",4.38207269180566,0
"19",7.85513683222234,0
"20",36.1191670177504,0
"21",39.1898806905374,0
"22",98.297877702862,13
"23",80.2900474751368,1
"24",91.4432448102161,7
"25",59.7689387621358,1
"26",26.2871587881818,0
"27",1.34149454534054,0
"28",24.3208821862936,0
"29",4.2612028773874,0
"30",74.3097796337679,2
"31",12.4188211513683,0
"32",9.67937242239714,0
"33",7.71477776579559,1
"34",41.9988044304773,0
"35",60.4533203411847,0
"36",32.775980909355,0
"37",37.699832348153,0
"38",31.3182222191244,0
"39",71.1572621949017,2
"40",68.1454158155248,1
"41",80.8289876906201,2
"42",34.9279408575967,0
"43",0.431423587724566,0
"44",11.3245529821143,0
"45",54.9801546381786,0
"46",95.4325635451823,8
"47",49.9431614531204,0
"48",8.91200399491936,0
"49",8.10543778352439,0
"50",44.408353837207,0
"51",87.5272469595075,4
"52",46.6157958842814,0
"53",56.0135908890516,1
"54",68.8203927362338,1
"55",31.1059305211529,0
"56",77.9334424296394,2
"57",3.96561524830759,0
"58",85.6425411999226,6
"59",26.2245312565938,0
"60",96.9912940869108,8
"61",76.9708598498255,0
"62",76.6583736054599,2
"63",91.3306740112603,5
"64",52.5584666291252,0
"65",76.9905311521143,4
"66",21.5853306697682,0
"67",86.3275421084836,2
"68",76.0030072880909,0
"69",64.7095669992268,2
"70",55.2498175995424,0
"71",12.0808322448283,0
"72",79.1410251986235,4
"73",36.8168298853561,0
"74",66.6947946650907,0
"75",39.8363833548501,0
"76",51.9697944400832,1
"77",13.1919480860233,0
"78",1.16861709393561,0
"79",85.7299419818446,3
"80",74.1384252207354,3
"81",47.8475206298754,0
"82",54.8386209411547,1
"83",19.0570906270295,0
"84",43.4099953388795,1
"85",4.51418170705438,0
"86",97.042928612791,12
"87",55.7990709319711,1
"88",26.1640267912298,0
"89",96.05348482728,13
"90",30.8706858195364,0
"91",68.1694599334151,1
"92",51.4790568500757,0
"93",97.0744247315452,6
"94",51.2946046423167,0
"95",14.5783634623513,0
"96",15.0085142813623,0
"97",55.8550372952595,1
"98",79.7529585193843,2
"99",92.3651858698577,4
"100",12.4183082254604,0
"101",49.9914858024567,0
"102",11.6684490814805,0
"103",47.0842624781653,0
"104",77.2954519372433,1
"105",98.8549605477601,11
"106",79.3339644791558,3
"107",18.7892070971429,0
"108",96.9964673276991,14
"109",38.3089119102806,0
"110",96.5393181424588,12
"111",87.7246636897326,2
"112",0.388054782524705,0
"113",85.1448001572862,2
"114",61.4927287911996,1
"115",21.9011805485934,1
"116",63.9636747539043,1
"117",96.5112175093964,12
"118",11.2286961637437,0
"119",26.6817348543555,0
"120",80.1556395133957,4
"121",31.9964696420357,0
"122",21.2959218071774,0
"123",27.6426953263581,0
"124",24.4463080307469,0
"125",98.0103333713487,16
"126",73.6456807004288,1
"127",1.88326621428132,0
"128",38.2204989669845,0
"129",70.0533104361966,1
"130",9.02809109538794,0
"131",80.1590804476291,1
"132",36.7846527835354,0
"133",34.2893097316846,0
"134",56.1525495024398,0
"135",5.2282863529399,0
"136",63.0939436145127,0
"137",6.40237149782479,0
"138",42.9737134603783,0
"139",69.2465112078935,3
"140",66.1547888536006,0
"141",66.4784394437447,1
"142",88.4396139299497,3
"143",36.5110789658502,0
"144",11.8003089213744,0
"145",90.917612821795,10
"146",35.6320252642035,0
"147",10.4813526850194,0
"148",35.8018432045355,0
"149",55.3712990600616,2
"150",6.03120026644319,0
"151",29.0262909373268,0
"152",53.8659224053845,0
"153",5.86136318743229,0
"154",54.0417313110083,0
"155",49.5753174647689,0
"156",13.4010959183797,0
"157",31.9137517362833,0
"158",0.906503852456808,0
"159",36.6233663633466,0
"160",98.8631990272552,11
"161",72.3419589689001,2
"162",42.1793410787359,1
"163",33.1713966559619,0
"164",93.6821208102629,6
"165",12.044824892655,0
"166",53.7258892087266,0
"167",71.9341962831095,1
"168",65.3181812958792,2
"169",93.810300854966,7
"170",69.7579342406243,2
"171",94.2160698585212,6
"172",45.8276459481567,0
"173",63.7428657151759,4
"174",15.1513178599998,0
"175",82.2767723351717,5
"176",16.433808230795,0
"177",87.5055377371609,5
"178",46.0882400162518,0
"179",14.0506959054619,0
"180",64.8777171270922,1
"181",48.1337140779942,1
"182",93.3260321849957,5
"183",79.7441658098251,4
"184",42.9151689866558,0
"185",95.9732629358768,9
"186",46.3808433851227,1
"187",4.19683859217912,0
"188",17.8914657793939,0
"189",63.4771415730938,0
"190",30.7251627324149,0
"191",38.8901429716498,0
"192",3.65500980988145,0
"193",1.99078470468521,0
"194",4.94069121778011,0
"195",42.7264188416302,0
"196",46.3254524162039,1
"197",36.5789333824068,0
"198",44.6890083141625,0
"199",68.6600332846865,1
"200",98.6655166139826,8
"201",82.5313131790608,4
"202",61.3391774706542,1
"203",32.6461395248771,0
"204",76.5890944516286,2
"205",77.8339968295768,3
"206",62.3423931188881,0
"207",11.0980928875506,0
"208",20.3217552509159,0
"209",33.285740413703,1
"210",7.10527049377561,0
"211",72.2420491278172,2
"212",55.4966722149402,1
"213",19.1165277035907,0
"214",27.0866185193881,0
"215",34.6099669113755,0
"216",76.8875959794968,3
"217",98.6209615366533,14
"218",46.9217978650704,0
"219",67.0078499475494,0
"220",29.5150067890063,0
"221",60.6572354910895,0
"222",23.5125170787796,0
"223",33.098876546137,0
"224",80.7274950668216,2
"225",96.0157680092379,14
"226",4.18812213465571,0
"227",72.7895755786449,2
"228",82.2361991507933,3
"229",73.2010283274576,2
"230",14.9373741121963,0
"231",16.3159073796123,0
"232",2.24132353905588,0
"233",25.1471885247156,0
"234",63.4279063669965,1
"235",59.7619616659358,2
"236",9.06140755396336,0
"237",92.7911343518645,11
"238",62.6945675583556,2
"239",52.0330925006419,0
"240",98.6853925744072,9
"241",33.7293989490718,0
"242",34.0106912422925,0
"243",74.3237043963745,2
"244",92.2950274311006,13
"245",82.4362443061545,5
"246",47.5126561708748,0
"247",66.8350483290851,1
"248",89.4966044463217,5
"249",53.7400350207463,0
"250",20.9826470352709,0
"251",34.235291252844,0
"252",5.8036069618538,0
"253",80.4130279459059,1
"254",75.3930944250897,0
"255",86.5647020982578,3
"256",23.6374952364713,1
"257",12.9071005620062,0
"258",93.221146799624,9
"259",69.7400035569444,1
"260",9.03957078699023,0
"261",50.732957222499,0
"262",55.3785528521985,1
"263",83.0163094215095,9
"264",79.2250113096088,2
"265",81.6821679472923,6
"266",25.8995934156701,0
"267",57.7937145251781,0
"268",64.5414545899257,0
"269",32.1614052169025,0
"270",50.9482049383223,0
"271",78.0183575116098,3
"272",6.78865895606577,0
"273",78.4708125051111,0
"274",83.9866410009563,7
"275",18.1972327176481,0
"276",56.4994282554835,0
"277",46.4842850109562,1
"278",24.3884847965091,0
"279",2.83394670113921,0
"280",3.54794685263187,0
"281",7.53943810705096,0
"282",19.7723481804132,1
"283",40.7536435639486,0
"284",82.0350662106648,1
"285",38.0348526174203,0
"286",55.7242816779763,0
"287",55.1301385741681,0
"288",88.7794635258615,5
"289",99.0268388995901,6
"290",1.16163920611143,0
"291",21.7735925456509,0
"292",95.3336375532672,11
"293",2.51129432581365,0
"294",92.4989454681054,8
"295",49.0782174281776,1
"296",51.1822920525447,0
"297",13.2847922388464,0
"298",45.071236230433,0
"299",89.9287869920954,5
"300",93.7704033916816,8
"301",68.6263939831406,1
"302",41.9233985710889,2
"303",78.6361281061545,1
"304",41.4579391479492,0
"305",9.93296219967306,0
"306",7.83188682980835,0
"307",33.7938255630434,0
"308",50.7957671303302,0
"309",23.4228725545108,0
"310",11.0196376917884,0
"311",85.5639713583514,6
"312",51.0828014696017,0
"313",5.08558028377593,0
"314",84.7932326374575,6
"315",85.2970929583535,4
"316",40.7992062624544,0
"317",46.1897159228101,1
"318",15.1279139798135,0
"319",4.1400884045288,0
"320",13.1448328029364,0
"321",50.7558555807918,0
"322",24.0641238167882,0
"323",45.4327051760629,1
"324",95.4707783414051,14
"325",10.7620307710022,0
"326",80.7581459637731,3
"327",42.206015298143,0
"328",65.7742827199399,1
"329",89.2769070575014,6
"330",50.2793469466269,0
"331",48.065646411851,0
"332",63.3947785478085,0
"333",59.7646364709362,0
"334",93.7815902987495,8
"335",1.53847706969827,0
"336",98.2255156384781,10
"337",80.2635615924373,3
"338",87.7592976903543,3
"339",84.5777132781222,8
"340",0.798603752627969,0
"341",60.9213668387383,1
"342",61.479203030467,0
"343",89.2266646958888,8
"344",69.0379215870053,2
"345",74.7722291387618,3
"346",35.3715298464522,0
"347",36.892823711969,0
"348",15.6244095880538,0
"349",99.5107540395111,14
"350",19.9433242669329,0
"351",20.030570984818,0
"352",18.8586735632271,0
"353",65.9812595462427,1
"354",35.6458713067695,0
"355",82.2156368987635,4
"356",81.5548452548683,0
"357",81.6542797954753,6
"358",1.80105033796281,0
"359",90.4991339659318,4
"360",24.5290298014879,0
"361",60.2171464357525,0
"362",57.3337680893019,0
"363",35.260026762262,0
"364",67.7222689380869,0
"365",71.8836939660832,2
"366",79.3369957245886,2
