"","Predictor","Response"
"1",58.9421978865466,250
"2",58.519451308592,275
"3",67.4567408817132,304
"4",62.0730139194896,320
"5",59.700078394284,258
"6",50.6326665884537,183
"7",47.1971032045522,166
"8",57.0370668223005,256
"9",55.7745827481796,259
"10",75.2638816708244,349
"11",65.7546291082199,313
"12",60.9871690814712,274
"13",58.4481812826367,261
"14",51.3114481966341,191
"15",52.1532053327712,209
"16",61.5499453403867,272
"17",48.3752492344165,212
"18",51.8696469295005,200
"19",62.9849241943182,295
"20",58.8871694928701,242
"21",66.3954267778255,303
"22",36.9471321841651,132
"23",49.8658395024941,206
"24",38.8984377273051,146
"25",52.5543950212522,235
"26",58.6134896889912,248
"27",53.7685976684648,217
"28",83.3687063157116,405
"29",57.9029901001436,245
"30",57.4023792066794,269
"31",71.172635398344,332
"32",48.2908231033264,203
"33",45.818427807707,184
"34",69.3306698181279,339
"35",63.9921033867292,311
"36",64.2234946160353,294
"37",65.4427426589021,284
"38",42.9397528086384,173
"39",61.7102938444352,276
"40",63.5010299052125,298
"41",70.8609624488449,354
"42",62.1658333993023,281
"43",64.6551212740858,310
"44",63.3220822480102,312
"45",46.8748634181468,201
"46",50.4691466436435,220
"47",80.8451596126109,419
"48",46.1430690695893,190
"49",55.8146142766966,264
"50",69.4293793711452,305
"51",66.9919490380053,306
"52",50.7646381266744,206
"53",45.6536176136104,193
"54",66.2727618833836,327
"55",56.0613136515992,222
"56",45.3251602706416,187
"57",56.132295430453,253
"58",53.930021411536,237
"59",61.4981529261505,245
"60",66.0530419731554,309
"61",61.9040791022374,292
"62",68.2059578519148,301
"63",42.31498646183,163
"64",67.0336996434407,281
"65",75.5180022798979,386
"66",61.5636508791464,262
"67",46.524747725856,179
"68",63.3601837161284,302
"69",70.3616177295104,325
"70",57.2155482334005,224
"71",54.553217369328,222
"72",68.6501049076493,360
"73",62.4273605196682,306
"74",55.9898080990906,244
"75",76.6186975107314,341
"76",60.2355014630398,256
"77",75.4809637323587,356
"78",64.2242244259058,299
"79",61.8635268489985,280
"80",53.8374988038511,210
"81",79.4521620430729,373
"82",56.4068670707087,228
"83",47.6640575467448,210
"84",53.8093163019335,217
"85",65.8913070810431,299
"86",56.7146135179669,274
"87",69.5908428298496,310
"88",63.0431360272982,291
"89",60.1435713601429,264
"90",63.7847904099499,256
"91",57.6351661969098,284
"92",50.1033886507094,196
"93",67.4002585447726,305
"94",67.2981513437958,308
"95",53.0656234335074,228
"96",81.0317773598166,412
"97",76.3812201653286,387
"98",58.8386192322103,247
"99",51.7075335180012,190
"100",74.8429383624093,402
"101",82.798856381615,405
"102",72.8117443037866,360
"103",52.6307555733011,237
"104",72.9484849667686,336
"105",54.7137560153129,225
"106",51.7793111042032,206
"107",62.6515259347941,293
"108",59.5410244649642,265
"109",70.5518662457859,325
"110",58.8148958471269,272
"111",66.6838494923537,287
"112",58.6271174633702,269
"113",62.6879080790978,283
"114",69.8893578850727,321
"115",45.6771539816991,179
"116",65.3711441585714,292
"117",47.3898863558567,170
"118",44.2006851232837,195
"119",46.8600338880598,189
"120",73.7160903725313,329
"121",68.4039799053927,310
"122",76.6564525640674,390
"123",60.1143713842408,234
"124",66.7977259603868,317
"125",50.9042244917762,192
"126",60.237279664207,269
"127",55.0006069452139,210
"128",60.5097110186061,255
"129",48.4809027256558,178
"130",69.7621802834957,308
"131",63.5082026531977,254
"132",68.4138053007444,300
"133",43.1726346754179,153
"134",28.7731031710442,112
"135",51.9650934284994,210
"136",60.6850770345682,263
"137",53.8775019387748,220
"138",58.3072303493036,245
"139",54.9103582117197,228
"140",76.6811401839902,365
"141",53.2897343472796,224
"142",55.3490062453344,216
"143",64.8774805307424,277
"144",67.9033696070665,331
"145",67.8287266884418,308
"146",44.9762525030935,177
"147",70.1311051200656,326
"148",45.5309558855598,181
"149",51.7714263810993,210
"150",66.0916852069273,286
"151",71.1733776318978,300
"152",55.2494772589028,220
"153",54.079304887501,239
"154",66.6976532629356,289
"155",60.8856243149972,292
