"","temperature","Individuals"
"1",-4.055983312428,12
"2",2.96530480729416,20
"3",18.1861543143168,20
"4",19.8528335243464,20
"5",-0.177031023195013,17
"6",8.4802303975448,20
"7",7.21480331150815,19
"8",2.80796825420111,1
"9",5.57945353677496,0
"10",6.43290318432264,0
"11",18.3518612105399,0
"12",16.5180452622008,0
"13",15.7256878959015,18
"14",16.1313259089366,20
"15",10.0281984126195,16
"16",18.0442830361426,20
"17",2.69492370891385,20
"18",0.927331116981804,20
"19",9.58310292218812,3
"20",-1.46648880443536,20
"21",16.4635805634316,0
"22",1.17881023790687,20
"23",17.2109541937243,19
"24",14.5962008903734,2
"25",5.08124023210257,0
"26",8.58282180153765,0
"27",4.88599939155392,1
"28",6.32060635718517,0
"29",7.03880156972446,20
"30",13.2306966802571,0
"31",16.8284756876528,2
"32",12.1617566316854,20
"33",8.93589529907331,0
"34",10.241927182069,0
"35",3.18088611704297,20
"36",2.4625319277402,20
"37",9.59100220235996,1
"38",18.1915144831873,0
"39",0.0216296513099223,20
"40",9.17226009070873,20
"41",16.1881753639318,20
"42",19.0038658492267,19
"43",-4.17116313008592,0
"44",14.7109421540517,5
"45",18.1233337312005,4
"46",-1.97781229624525,11
"47",15.3957977413666,20
"48",-2.95338996918872,0
"49",0.676954350201413,20
"50",14.8301748023368,0
"51",7.35732370987535,0
"52",13.0777899979148,2
"53",11.9196824892424,8
"54",17.9198442946654,0
"55",7.07965501234867,9
"56",4.69464117079042,3
"57",10.1389823411591,0
"58",-0.718017616309226,1
"59",-1.44427988678217,0
"60",4.43761419621296,20
"61",7.1069721353706,6
"62",9.3674141203519,7
"63",0.552994931349531,20
"64",14.115710206097,7
"65",-3.30791351851076,20
"66",17.207407746464,18
"67",3.94677012693137,18
"68",4.06417521764524,0
"69",2.97965942183509,19
"70",4.71062711905688,20
"71",6.38142540003173,20
"72",14.2911343241576,20
"73",2.43306372314692,0
"74",-0.420072175329551,1
"75",-3.19981140899472,0
"76",15.4769486968871,19
"77",-1.64378376328386,8
"78",-3.66642650449648,20
"79",2.10942128789611,4
"80",19.3918340071104,20
"81",4.61272402782924,0
"82",2.50370238092728,20
"83",3.79663351806812,0
"84",-2.54438404343091,20
"85",3.99353809654713,17
"86",6.80411168606952,20
"87",15.4436012194492,20
"88",10.0798969960306,20
"89",-1.81509865331464,0
"90",8.65292569389567,20
"91",15.1807120291051,0
"92",19.2770953162108,0
"93",-0.253448828589171,7
"94",-3.17820427124389,16
"95",13.5981047630776,2
"96",16.5845243947115,0
"97",7.90496174478903,0
"98",0.482248036423698,0
"99",7.94039253843948,20
"100",13.196909542894,20
"101",-4.09440577612258,20
"102",1.79529131157324,20
"103",12.4368118052371,20
"104",2.09906536503695,20
"105",8.19852984161116,18
"106",2.42644622805528,20
"107",19.1751091962215,0
"108",2.47803975245915,19
"109",6.09157364116982,16
"110",13.9816690457519,20
"111",12.2332695568912,0
"112",4.50281523982994,20
"113",16.6386982472613,20
"114",15.506247645244,20
"115",18.3197698718868,20
"116",0.24017596617341,0
"117",-1.31121435086243,6
"118",18.5205885895994,20
"119",2.05977260950021,0
"120",-2.0723973296117,20
"121",4.86264632083476,0
"122",0.705906834919006,20
"123",-3.80335506168194,20
"124",1.07420530286618,18
"125",4.43732324521989,18
"126",14.3915603216738,0
"127",6.56557406065986,20
"128",11.2205436790828,20
"129",-2.49913942068815,20
"130",19.7397911560256,0
"131",10.0791660067625,17
"132",2.39123064558953,20
"133",0.352318246150389,0
"134",8.28518351074308,20
"135",8.46631406922825,8
"136",7.44228259893134,0
"137",14.5002651831601,0
"138",5.33951084828004,20
"139",-3.9189863554202,0
"140",6.44253031816334,0
"141",-2.62420210754499,20
"142",9.64074094546959,16
"143",15.9193602495361,0
"144",9.68594670877792,0
"145",11.5061231935397,0
"146",-0.3324286674615,20
"147",6.94405956193805,1
"148",6.70308095170185,20
"149",2.92504251585342,0
"150",-0.520995272090659,0
"151",16.3843430567067,20
"152",6.24655742896721,20
"153",-4.87823197734542,20
"154",11.5366685134359,19
"155",-2.88647373206913,0
"156",17.7814119833056,0
"157",7.59907449712045,0
"158",2.90863926522434,15
"159",9.73024494480342,20
"160",17.7305052860174,20
"161",8.89339760644361,1
"162",7.57305708131753,20
"163",4.50916098081507,20
"164",2.81037508277223,18
"165",8.71407682308927,20
"166",18.0925930722151,17
"167",14.4036129279993,2
"168",-0.871570473536849,20
"169",8.61833535484038,20
"170",-0.786706864601001,2
"171",-2.37059131148271,10
"172",7.93396098189987,20
"173",2.93132668477483,20
"174",15.3360614483245,20
"175",9.007505599875,20
"176",7.9177448397968,0
"177",11.6340129973833,0
"178",-1.14600936183706,20
"179",14.1254242789,11
"180",-0.334993378492072,0
"181",17.1554409887176,0
"182",7.17087781988084,14
"183",9.56284520681947,20
"184",14.8202383180615,14
"185",9.63731993571855,0
"186",13.8830966304522,20
"187",1.88476689974777,0
"188",2.32859568088315,20
"189",-3.99436944397166,20
"190",-4.36343300505541,13
"191",8.05948793306015,20
"192",17.284453723114,20
"193",9.33257071184926,20
"194",-4.17315954808146,15
"195",0.433636729139835,0
"196",14.652414083248,20
"197",4.98129288200289,20
"198",-4.69283225364052,7
"199",15.3186855826061,15
"200",17.6987916452345,0
"201",19.3301840848289,0
"202",0.726530781248584,11
"203",11.3642058381811,7
"204",-4.40434779273346,20
"205",13.2331952499226,0
"206",-4.85359724378213,20
"207",12.0506594295148,20
"208",14.2313587933313,20
"209",11.9682286854368,20
"210",14.2793340887874,0
"211",14.3217246502172,0
"212",5.25467197760008,19
"213",2.04368277220055,20
"214",14.5193783729337,3
"215",15.86960922461,2
"216",-2.72915496723726,15
"217",15.9015187865589,0
"218",2.77589424978942,15
"219",12.7898662514053,20
"220",17.2378243692219,20
"221",18.376689129509,20
"222",10.804685029434,11
"223",2.88391507230699,0
"224",14.945200055372,0
"225",2.24893465521745,19
"226",13.5428390803281,20
"227",19.837814521743,0
"228",-4.36457262374461,16
"229",-4.88878968288191,20
"230",11.3615733210463,20
"231",7.32587133417837,20
"232",1.55591044342145,0
"233",14.3895307776984,20
"234",2.54194498877041,20
"235",3.76261346857063,0
"236",5.66818438703194,20
"237",5.16397730563767,7
"238",14.5842942339368,0
"239",19.7596936416812,20
"240",-4.00353733100928,20
"241",-1.7523179249838,18
"242",0.825243034632877,20
"243",7.89421392139047,0
"244",14.3707439641003,10
"245",-3.39862096123397,1
"246",12.2635109222028,2
"247",-0.0307007180526853,20
"248",-4.02024539769627,18
"249",11.5302837092895,20
"250",13.1379282730632,20
"251",-3.09334657620639,0
"252",13.6084647721145,0
"253",18.2447083923034,2
"254",14.5839854772203,20
"255",3.50782155175693,13
"256",13.3215858589392,14
"257",6.92617457709275,15
"258",5.19337038742378,20
"259",7.55512409261428,0
"260",12.6178655470721,5
"261",14.1503458307125,20
"262",14.516817573458,2
"263",2.48403341858648,20
"264",9.67807135195471,20
"265",-0.886791916564107,0
"266",-4.4051183515694,0
"267",6.56994770281017,0
"268",17.2168910608161,20
"269",19.7133701399434,20
"270",3.53570271865465,0
"271",12.0714316773228,0
"272",16.4203526789788,0
"273",12.4359905940946,0
"274",4.48644334566779,2
"275",6.60490017500706,0
"276",7.42735589039512,8
"277",15.5528956255876,17
"278",12.0759228465613,20
"279",-2.43044985807501,0
"280",4.23031631391495,20
"281",12.5535657152068,20
"282",17.3011416033842,19
"283",-0.868860394693911,0
"284",13.2947059627622,2
"285",5.7433641096577,20
"286",7.48530786251649,0
"287",9.01245231390931,20
"288",6.95766474702395,20
"289",2.50976957497187,0
"290",5.86703948676586,19
"291",-3.4894349006936,5
"292",17.875031712465,20
"293",7.95589706860483,20
"294",3.88089129584841,20
"295",4.26380165037699,15
"296",9.289017370902,11
"297",9.41102912649512,20
"298",14.7404737351462,0
"299",-2.32559535186738,20
"300",11.8173511861823,8
"301",18.3766005432699,20
"302",-4.80493052862585,20
"303",-4.15038252947852,0
"304",2.22547016921453,20
"305",5.52899702917784,3
"306",-2.56437237956561,0
"307",16.0934324888512,20
"308",12.3540849995334,4
"309",3.26914458302781,4
"310",9.88727578544058,20
"311",4.5946706191171,13
"312",1.69435343588702,20
"313",-4.83394843875431,0
"314",15.8605095162056,20
"315",7.77641562046483,0
"316",-2.61459504952654,0
"317",4.78588983998634,0
"318",12.7632432780229,20
"319",5.59721607598476,20
"320",7.60637674131431,15
"321",12.2593655530363,20
"322",14.6449253417086,18
"323",17.7705567609519,0
"324",14.4847090868279,0
"325",-2.59520411025733,12
"326",19.5250698644668,4
"327",15.2098401729017,20
"328",-2.32643127790652,20
"329",15.261607557768,1
"330",15.0963128823787,1
"331",-4.63875939138234,20
"332",7.17188528971747,8
"333",4.23559252405539,11
"334",11.1327971552964,0
"335",-1.36842257459648,19
"336",4.02411036659032,4
"337",4.5217983063776,0
"338",11.3321971311234,20
"339",-3.38748346082866,16
"340",12.7472654904705,20
"341",-1.12914757453837,20
"342",0.460505717201158,20
"343",-2.79632222489454,20
"344",9.03956453432329,20
"345",12.2508034273051,0
"346",-0.437287690583616,0
"347",14.8919138754718,20
"348",18.0043404910248,20
"349",-3.67791981087066,20
"350",19.1628441086505,0
"351",2.09845040692016,0
"352",8.66611579433084,20
"353",12.3550870036706,18
"354",14.1532229247969,20
"355",15.7652373297606,20
"356",13.375092477072,0
"357",14.4573762069922,0
"358",17.9976377624553,20
"359",14.5217351429164,20
"360",5.38055300014094,10
"361",11.6789500799496,0
"362",13.4919099905528,20
"363",9.30210924008861,0
"364",17.0072727301158,20
"365",10.9493864630349,0
"366",9.90969068836421,20
"367",-3.3831946447026,0
"368",16.5304957935587,20
"369",16.1089537653606,20
"370",3.50384018267505,20
"371",16.8716689385474,20
"372",9.50133034959435,20
"373",9.55299084191211,9
"374",-0.616239390801638,19
"375",18.0511582049076,0
"376",9.46825554012321,20
"377",1.84881463530473,20
"378",9.3887679092586,19
"379",-2.67706412239932,0
"380",-4.07219057786278,0
"381",3.02231039851904,0
"382",18.8785092427861,20
"383",0.646970710949972,20
"384",10.3213332581799,18
"385",14.9740191572346,20
"386",4.12168506183662,7
"387",-1.30222981213592,0
"388",13.3220558683388,0
"389",8.06497725308873,20
"390",11.6669971600641,20
"391",-4.17725607519969,15
"392",13.8491052831523,0
"393",15.0920288625639,18
"394",12.1347431780305,0
"395",11.298268357059,0
"396",12.1678274695296,20
"397",14.8449379182421,0
"398",9.50838955934159,20
"399",6.32276423159055,8
"400",5.40286648203619,0
"401",10.2422237675637,0
"402",0.0430431787390262,1
"403",-2.99947052961215,0
"404",0.352874094387516,0
"405",13.4816885390319,0
"406",10.1206289418042,0
"407",10.7285574707203,7
"408",10.6793846515939,0
"409",-1.61580521496944,20
"410",-4.2753331491258,20
"411",3.3451498998329,2
"412",1.12923974404112,20
"413",11.0458175523672,17
"414",4.39440507791005,0
"415",2.76425576768816,20
"416",5.66866887267679,0
"417",-0.345778454793617,20
"418",18.897434695391,20
"419",10.9785758587532,20
"420",4.6303838363383,20
"421",8.66286820266396,20
"422",-2.0050442381762,0
"423",18.8816894299816,20
"424",5.8861856686417,20
"425",12.2137149435002,20
"426",5.00705172191374,19
"427",4.18564221938141,19
"428",-4.5382699999027,19
"429",9.0317992598284,0
"430",11.6718987631612,20
"431",8.15315692336299,0
"432",6.56813178095035,0
"433",16.4183526462875,1
"434",10.2184273989405,0
"435",-1.83209905051626,20
"436",7.60700937127694,1
"437",6.70412877108902,20
"438",11.5766922174953,20
"439",2.10162110044621,0
"440",5.2833183365874,0
"441",-1.23402762808837,20
"442",-1.88515335437842,14
"443",1.49204848450609,0
"444",5.93650392722338,4
"445",-4.64954897295684,0
"446",-1.43457310739905,20
"447",18.0977490660734,0
"448",17.4421570019331,0
"449",6.64569469983689,20
"450",8.30611045123078,20
"451",16.8923445267137,20
"452",8.68310056859627,20
"453",-4.34656661353074,20
"454",9.35314447735436,4
"455",-1.45637574139982,20
"456",8.82395934779197,2
"457",9.24576668068767,20
"458",18.5514479340054,20
"459",-4.80926070711575,0
"460",19.1477648727596,0
"461",12.32536421041,20
"462",2.05313658108935,20
"463",18.5634380485862,1
"464",6.96617616224103,17
"465",18.8347039732616,10
"466",13.5350405343343,19
"467",7.46257820748724,20
"468",18.3049104863312,20
"469",18.2666604453698,20
"470",14.4390906370245,16
"471",-0.655657356837764,1
"472",19.1560486843809,0
"473",11.4320263254922,20
"474",-1.5735221048817,16
"475",17.5996638124343,2
"476",17.6487557811197,20
"477",1.94072930491529,20
"478",17.923818428535,1
"479",4.17875677696429,15
"480",19.0867465559859,20
"481",19.5730832160916,0
"482",13.5460705251899,20
"483",-1.83747152448632,20
"484",8.78231412381865,0
"485",-3.06273610447533,20
"486",0.0290930608753115,20
"487",13.3194658777211,4
"488",11.7514455155469,20
"489",0.0911138590890914,0
"490",14.9359529535286,20
"491",13.546448048437,19
"492",-3.26494594453834,20
"493",14.059475325048,0
"494",1.25373313087039,0
"495",12.753279407043,20
"496",8.94836468971334,20
"497",7.0361351291649,0
"498",8.94370167981833,0
"499",7.88569167372771,0
"500",7.02144492999651,7
"501",-4.56802667002194,20
"502",2.05095751909539,2
"503",17.2843609866686,20
"504",2.66624994575977,20
"505",-0.400323288049549,20
"506",7.9530772275757,1
"507",2.04892484354787,20
"508",10.9520099812653,1
"509",-0.099241187563166,0
"510",0.764884722884744,20
"511",15.7844608405139,20
"512",4.34670096612535,20
"513",-4.84161451575346,12
"514",8.97694763727486,0
"515",-4.07466645818204,20
"516",3.22260389686562,20
"517",10.9153642773163,20
"518",14.0273577813059,0
"519",4.76627948111854,12
"520",-3.08632493950427,20
"521",8.76199786900543,20
"522",11.1677665484603,20
"523",4.32319267303683,20
"524",6.56149330781773,20
"525",-0.725591480731964,8
"526",8.0508262780495,20
"527",7.68993623671122,20
"528",16.8331303971354,20
"529",15.6696698383894,0
"530",10.629297751002,20
"531",1.01114418823272,1
"532",17.8734343487304,0
"533",19.4051855173893,8
"534",16.3489162037149,1
"535",4.33109745383263,20
"536",13.1558576936368,20
"537",-2.29720226023346,20
"538",16.7463960347231,20
"539",10.7429863756988,18
"540",3.71764320181683,20
"541",1.3115727447439,0
"542",7.68652506987564,20
"543",5.27815324487165,20
"544",15.3083600034006,20
"545",14.1818029910792,19
"546",0.639775324380025,20
"547",2.00306255021133,20
"548",-3.79420397337526,20
"549",8.35564100882038,0
"550",-3.29731339705177,20
"551",11.2834273767658,20
"552",16.3587923324667,16
"553",8.92310802475549,0
"554",4.16977442102507,0
"555",-0.0504506879951805,20
"556",-4.65495734359138,20
"557",7.66567626735196,14
"558",19.05743720592,20
"559",-2.2214263107162,19
"560",4.67180535080843,0
"561",5.70948767010123,1
"562",17.9907092289068,20
"563",3.22385044302791,8
"564",5.33744093729183,0
"565",0.129050294635817,0
"566",7.58999730926007,0
"567",4.49998387950473,20
"568",4.15097993565723,19
"569",13.9757922489662,20
"570",15.2465853886679,19
"571",-1.14394250093028,0
"572",10.9245016460773,0
"573",2.41347473813221,20
"574",-3.64871937315911,20
"575",-4.44605683558621,16
"576",16.0204218805302,20
"577",-2.8469020803459,0
"578",9.86653980682604,0
"579",19.6238077641465,0
"580",19.784357205499,20
"581",-4.91697701625526,0
"582",0.345327383838594,20
"583",16.8574649537914,11
"584",0.937000457197428,20
"585",5.04402855760418,20
"586",9.8141082492657,2
"587",16.6789466736373,0
"588",2.95401282375678,0
"589",0.000667879357933998,20
"590",-1.51948025566526,11
"591",9.64399266405962,20
"592",5.04828889854252,20
"593",13.275154841831,20
"594",13.4846296731848,0
"595",2.38637580070645,20
"596",4.90609645377845,20
"597",1.3249320955947,0
"598",3.38452539755963,20
"599",19.9326303077396,11
"600",10.6182229169644,1
"601",19.9891196552198,0
"602",-2.07551764440723,20
"603",19.0966118057258,0
"604",-4.86380953923799,20
"605",2.26528534432873,0
"606",16.1863190110307,0
"607",10.9683968697209,20
"608",0.430632352363318,20
"609",5.25157436961308,0
"610",-3.8629772560671,8
"611",12.5231519795489,20
"612",3.62379565369338,20
"613",14.0871380269527,0
"614",-3.70985089801252,20
"615",12.3280460236128,0
"616",19.0902081306558,20
"617",15.7106097717769,20
"618",10.5180238245521,20
"619",6.60810398869216,16
"620",3.53146023582667,0
"621",-2.79371951008216,19
"622",6.41019318602048,1
"623",15.0016767892521,20
"624",15.8225743845105,0
"625",7.36345746438019,0
"626",16.0654618451372,20
"627",13.3952705701813,18
"628",15.6644120044075,19
