predictor,response
40,0.106840323
40.06006006,0.159834359
40.12012012,0.122041218
40.18018018,0.108485593
40.24024024,0.095188256
40.3003003,0.249919088
40.36036036,0.201875727
40.42042042,0.058379965
40.48048048,0.194942024
40.54054054,0.177816264
40.6006006,0.123244042
40.66066066,0.104512046
40.72072072,0.136081948
40.78078078,0.122591017
40.84084084,0.090957994
40.9009009,0.297503654
40.96096096,0.07248751
41.02102102,0.098571006
41.08108108,0.142426371
41.14114114,0.240596848
41.2012012,0.090669725
41.26126126,0.298099746
41.32132132,0.181459653
41.38138138,0.131692461
41.44144144,0.126159496
41.5015015,0.258896001
41.56156156,0.218894984
41.62162162,0.135981937
41.68168168,0.074038876
41.74174174,0.128978701
41.8018018,0.177429372
41.86186186,0.218089758
41.92192192,0.140674146
41.98198198,0.19961577
42.04204204,0.211673398
42.1021021,0.170344391
42.16216216,0.135556063
42.22222222,0.193580111
42.28228228,0.144703801
42.34234234,0.036803567
42.4024024,0.041357096
42.46246246,0.108989869
42.52252252,0.163795962
42.58258258,0.140500371
42.64264264,0.05500771
42.7027027,0.107791881
42.76276276,0.125261972
42.82282282,0.146274929
42.88288288,0.221396493
42.94294294,0.036480301
43.003003,0.307813308
43.06306306,0.363126554
43.12312312,0.259784266
43.18318318,0.217913362
43.24324324,0.119073039
43.3033033,0.069402102
43.36336336,0.056866316
43.42342342,0.267884149
43.48348348,0.207422662
43.54354354,0.086160903
43.6036036,0.155473898
43.66366366,0.198545731
43.72372372,0.204065297
43.78378378,0.317318883
43.84384384,0.186109325
43.9039039,0.178056744
43.96396396,0.200147027
44.02402402,0.238813384
44.08408408,0.172308053
44.14414414,0.203593965
44.2042042,0.295982523
44.26426426,0.147932143
44.32432432,0.002958447
44.38438438,0.206844144
44.44444444,0.086835108
44.5045045,0.033233764
44.56456456,0.277166491
44.62462462,0.136235018
44.68468468,0.272405059
44.74474474,0.26276971
44.8048048,0.191509898
44.86486486,0.112250637
44.92492492,0.09558712
44.98498498,0.223434637
45.04504505,0.153739013
45.10510511,0.27618498
45.16516517,0.16488189
45.22522523,0.297779634
45.28528529,0.258840948
45.34534535,0.201307509
45.40540541,0.256017681
45.46546547,0.225276146
45.52552553,0.124798584
45.58558559,0.084439963
45.64564565,0.260933894
45.70570571,0.219152277
45.76576577,0.128046239
45.82582583,0.257553461
45.88588589,0.187392835
45.94594595,0.175593718
46.00600601,0.264353173
46.06606607,0.121122137
46.12612613,0.303622434
46.18618619,0.205495373
46.24624625,0.267497355
46.30630631,0.220750151
46.36636637,0.190717103
46.42642643,0.227300828
46.48648649,0.217400402
46.54654655,0.244514817
46.60660661,0.212005866
46.66666667,0.111376225
46.72672673,0.146578877
46.78678679,0.258683403
46.84684685,0.295358141
46.90690691,0.274782536
