"","predictor","response"
"1",500,5596.93912447804
"2",639.19394290402,1866.29135213196
"3",700.971652406899,514.822255621315
"4",724.884589260657,7305.97579623264
"5",788.297927263692,8959.40634822519
"6",847.052815570581,5758.52605361089
"7",898.607313049538,1310.81624987945
"8",1028.64008280929,906.675861772313
"9",1036.17656769238,5505.19117056632
"10",1057.36312648142,130.491883780199
"11",1071.19231371558,11198.689953106
"12",1086.82983926823,1152.26282099475
"13",1088.3897359298,154.262520194936
"14",1089.05464036674,4732.77067871433
"15",1101.54669865232,24636.5887997368
"16",1109.2394447378,16459.8328524998
"17",1120.61531714986,332.616431676069
"18",1122.14602023828,3761.07249748508
"19",1130.45691591296,6653.1071779179
"20",1131.23332042674,998.977829752813
"21",1132.09768018413,33707.5202836987
"22",1133.10839667132,9423.0598280146
"23",1140.72283396247,12001.354425445
"24",1147.5644233069,16525.8230354378
"25",1159.98948245699,1536.86653051018
"26",1166.54340492181,2751.44937305695
"27",1166.98188173116,8506.0423948728
"28",1171.59994829592,19827.2397741452
"29",1178.16398782363,1853.25285736732
"30",1180.15424783365,4270.5400923934
"31",1185.83441567222,1436.39757425898
"32",1187.22696781563,7610.39893260614
"33",1188.359154935,2355.41602274082
"34",1192.76842429969,23737.5903389263
"35",1200.03014958459,8830.97442273328
"36",1202.48991329273,17844.7326647396
"37",1204.42563167908,816.27095596986
"38",1205.1559464739,1119.20562358914
"39",1205.48796667472,60604.2793543904
"40",1208.05678152607,6925.0176273687
"41",1208.23081596335,11142.4067957507
"42",1216.08537107257,15422.2413943381
"43",1218.2700209863,18925.8726392441
"44",1221.99017782977,7689.86593424855
"45",1224.74536783034,7024.86696872849
"46",1229.85925025816,737.677637386067
"47",1233.65071477139,3521.78459321344
"48",1234.42789037002,16204.9674673572
"49",1234.54657849249,3197.51330566452
"50",1235.15896389416,9216.64229123519
"51",1235.63475973831,56638.6242189896
"52",1235.69164252581,2918.8178340657
"53",1235.88209745743,8636.23489258099
"54",1236.40681821988,3552.28994097126
"55",1240.76850621796,6848.56596736955
"56",1241.49370101209,16168.4809944813
"57",1241.92393213666,7547.67339714869
"58",1244.3161622703,32922.8119323076
"59",1245.03483245206,28124.0199129287
"60",1245.37228221531,3798.10492180997
"61",1246.96030621334,5142.10047882569
"62",1247.91577127496,14393.6997682875
"63",1248.15308718259,4851.51675732553
"64",1249.58473225629,9522.69075363306
"65",1249.95729400949,45601.2188295228
"66",1249.97623252886,3112.31840333944
"67",1254.95626789589,2422.87174264789
"68",1256.10688499231,1409.55357159805
"69",1257.2779484673,24832.7389724947
"70",1257.55353134414,30834.6470482359
"71",1258.06324153465,31675.6901513887
"72",1258.32394366606,4743.38362914327
"73",1258.62923285261,6922.23850976312
"74",1259.32429683145,28378.8146979334
"75",1260.75839332928,3852.79969545518
"76",1266.10331770277,14827.4533394645
"77",1266.85516222739,4023.72040084606
"78",1267.75122998368,12316.3013159611
"79",1267.91860249263,1285.17689005732
"80",1268.08716290235,33238.229186579
"81",1270.85367105948,6571.44049959239
"82",1271.16864219573,1498.0466442723
"83",1272.82826981679,1830.68806399579
"84",1273.34347456937,6457.80564755275
"85",1274.89837896847,13123.8085425983
"86",1278.26970337373,9034.89430615166
"87",1281.24342787983,146.255375344648
"88",1282.22092593363,3915.77231720168
"89",1282.46404709916,13705.7089966159
"90",1284.76343872649,22630.7459679898
"91",1285.57783755594,12004.9366021505
"92",1285.7287845877,5599.1936347027
"93",1287.30131797369,19546.3279384375
"94",1288.8022842326,5744.81897934674
"95",1289.06512569927,6558.38896834878
"96",1292.00856000338,4331.23374217262
"97",1296.0203010202,15963.0371310694
"98",1296.84472721489,21262.6686209455
"99",1297.58398235979,10202.3264957412
"100",1297.74347866349,3522.38893035092
"101",1298.91062890773,10484.2198381026
"102",1300.43379265334,4638.0726127953
"103",1301.93694270372,11740.530452582
"104",1305.0358844756,11776.9364261072
"105",1306.63812874654,4651.61623028257
"106",1308.39856176912,4454.73772466631
"107",1309.24703680548,19829.3475933639
"108",1310.99312574492,25445.0967859153
"109",1315.44827730051,11716.432166309
"110",1315.51492126278,27878.7937120199
"111",1317.53038252399,33353.9515555165
"112",1317.57703294087,3278.14677581809
"113",1318.10679195347,26421.0434884976
"114",1319.35460258009,10392.2956281486
"115",1320.19433704764,15477.7088011729
"116",1320.62075816105,45373.54811234
"117",1321.14088317016,5224.69457787532
"118",1321.39764469885,17151.2971875132
"119",1321.62384518714,7514.0956020335
"120",1321.99872779495,27465.1535544784
"121",1322.0825518319,1669.34820324654
"122",1323.64439043092,10281.3039996956
"123",1325.65073732814,13716.0415440619
"124",1326.70124244203,14645.5459633588
"125",1328.00690855719,8850.00509152548
"126",1330.48718509688,8740.16032527958
"127",1331.76578606414,3534.28158046525
"128",1332.6373675743,2430.23846825925
"129",1334.60875972977,18558.2647529798
"130",1338.02187944672,23400.8308696688
"131",1338.42455252371,7276.64208454377
"132",1339.49246738512,15057.0717416802
"133",1339.53604907777,5700.24009856069
"134",1342.27700766537,10052.0637250734
"135",1342.76403057766,17121.9775388673
"136",1343.70242417613,36567.4766159305
"137",1347.40763230566,1202.34207492754
"138",1347.59179929813,13106.1312027696
"139",1348.69932211498,21491.2726064093
"140",1348.71734271306,359.969182306691
"141",1349.04316755424,47594.4329620977
"142",1350.01213083688,5470.21379527749
"143",1350.13280207084,15315.1567071905
"144",1350.65468534307,8960.18741914124
"145",1350.91237393407,2755.55633725747
"146",1351.36715049217,4417.99215852024
"147",1351.5499620921,6467.2173203563
"148",1352.7310180155,8867.50834405409
"149",1353.01366374021,2694.51579335875
"150",1353.55254436299,3016.42629170736
"151",1356.3443334122,35027.1955515427
"152",1357.19098864015,16466.4621344691
"153",1357.96905547922,1577.82977259681
"154",1358.13129133837,5459.09572914834
"155",1358.34729865051,631.381198544866
"156",1358.63483467292,2081.78206062642
"157",1358.87162018868,7329.5178945815
"158",1359.08841240395,6646.02612525468
"159",1359.11150521945,11794.2988070286
"160",1361.49533840218,16834.3191771746
"161",1362.82207921479,10377.1041340498
"162",1363.11369173933,65002.9258365938
"163",1363.17368244552,87158.7605895625
"164",1363.40110855893,10497.2143671386
"165",1363.69219988501,65251.735885534
"166",1364.68532298902,24075.356145464
"167",1366.72046931788,6061.90049113302
"168",1366.73726179312,1831.49315610848
"169",1367.84816767489,503.373438755618
"170",1368.46689872616,2788.93647500302
"171",1370.48954632903,57379.5331537121
"172",1370.9219091055,4085.34305609929
"173",1373.33501660611,7890.54472657379
"174",1373.41764913538,20766.1143048462
"175",1375.76140765887,5022.57990773074
"176",1376.66309906724,2423.39039215886
"177",1376.97149684981,2317.08189986118
"178",1377.84884832243,24719.6717517433
"179",1378.33630030229,14362.5522480752
"180",1378.84781608216,3441.83508147852
"181",1379.59370792444,3359.00009713624
"182",1380.40569394118,23133.5667077215
"183",1380.75961322442,26900.0125420168
"184",1381.24732063098,34200.4154884775
"185",1381.87887405279,26164.8663727192
"186",1384.08126663496,32544.0141765871
"187",1384.13719467796,1306.50566431565
"188",1384.18799510215,20557.5519808519
"189",1384.65997353112,3091.89840341765
"190",1384.99790384216,599.759771925605
"191",1385.0681741623,3213.07416692328
"192",1385.39715916364,2986.16026844288
"193",1385.76508373994,636.124572493125
"194",1385.92385448561,90054.1432368177
"195",1386.72187119068,15555.6726720422
"196",1386.81547323078,10985.1861315488
"197",1387.17277799406,224.132398820207
"198",1387.24199833519,6387.46378752193
"199",1387.31223888232,14451.4374475008
"200",1388.54700244513,5464.24609940244
"201",1389.70584793877,11361.266200936
"202",1392.18718774857,2270.72158992629
"203",1392.70344512132,12038.8822854246
"204",1393.89962885816,9946.20554846586
"205",1394.10864720365,4835.52865166606
"206",1395.54394088485,19119.1184505652
"207",1395.71372704928,4287.53708699059
"208",1396.0143254945,57542.0775806497
"209",1396.18562190802,717.638607040043
"210",1396.56266690116,20454.6623258842
"211",1397.85670757821,39999.8934505701
"212",1398.03973191114,13602.6957723449
"213",1398.75080175997,20188.2926212095
"214",1398.85001990555,114.115929485351
"215",1399.17974525191,2693.94663702325
"216",1400.29731718195,2274.58009271325
"217",1400.72186334122,24797.861263374
"218",1400.88939149001,4328.81310032123
"219",1400.97049946629,3925.82177733412
"220",1401.22336415532,17434.8815579435
"221",1401.26366187982,6709.02954358308
"222",1401.42575914405,15326.371764533
