"","predictor","response"
"1",286.022673361003,129.192943356566
"2",490.41249519214,-10.3705281322617
"3",498.874116223305,5.25193846056908
"4",246.864507906139,187.782312858901
"5",209.091860987246,360.026513674735
"6",114.423352573067,1580.50166739498
"7",155.574523471296,827.563449572986
"8",239.400801807642,214.741186247757
"9",170.574294682592,675.495844226125
"10",321.557073574513,46.4332711967498
"11",217.984244879335,305.183878590103
"12",485.736548341811,13.0554144444749
"13",281.358669698238,112.217249196976
"14",208.213613647968,335.26520544056
"15",174.539709370583,627.010961552402
"16",211.586384288967,341.551470921
"17",213.053118810058,321.676702724224
"18",330.136501602829,57.2871756896032
"19",350.715999398381,32.1196170732281
"20",145.567393209785,961.4105425835
"21",105.659831594676,1852.05384188003
"22",173.52387830615,637.281030859572
"23",481.434184871614,0.268084977248906
"24",376.702240854502,41.2830147520598
"25",228.111301548779,268.022703635534
"26",403.536477778107,12.0715471832244
"27",252.378215827048,173.148634992025
"28",327.947815228254,38.1628767830669
"29",367.314460594207,35.5038147613622
"30",200.034155789763,402.740366344427
"31",120.736344903708,1457.10863615752
"32",294.177641253918,104.863650126676
"33",336.963905207813,34.7040150673914
"34",293.063436634839,87.5167467163003
"35",334.641349501908,43.1501791828036
"36",441.576362866908,20.608107658846
"37",420.556113310158,8.17182710764499
"38",124.775780364871,1368.62014411983
"39",198.879075422883,412.992905955293
"40",384.62355369702,16.8763720913487
"41",434.092107228935,16.9803940545684
"42",269.295024126768,139.042682219312
"43",329.503478575498,64.8951108898284
"44",152.406392525882,881.080723838097
"45",281.073906365782,103.454185346404
"46",437.159339617938,2.78038380017037
"47",423.952506482601,15.0115493787947
"48",275.441291648895,117.804040436709
"49",457.695332821459,8.52224271099745
"50",443.6458311975,13.538812622551
"51",473.147919215262,15.5801792399574
"52",403.37836034596,24.8144109497208
"53",304.55766050145,84.0270678218912
"54",104.131040070206,1911.79858291192
"55",352.460467349738,34.1271137835916
"56",400.36782277748,29.7670900748319
"57",318.332732655108,62.1877735478638
"58",147.013868950307,951.10582396181
"59",167.982089612633,684.476227300993
"60",383.119910396636,39.6695263902655
"61",264.158594049513,146.235966198333
"62",268.944471608847,147.994404625158
"63",402.805315051228,18.6846413055111
"64",142.209193855524,1024.92077152612
"65",159.876151476055,774.314045025374
"66",478.466922324151,3.55353685716489
"67",223.056229855865,280.453298441351
"68",100.813786964864,1986.84450406492
"69",337.395988218486,43.7594249220231
"70",168.984959647059,653.731236496844
"71",207.986202277243,367.273953529603
"72",317.247165832669,64.8619112357777
"73",347.431176155806,32.7836751012262
"74",159.77146923542,762.849898584753
"75",120.343415997922,1462.38535423715
"76",173.083877097815,613.918185814822
"77",347.070796694607,48.9234143628406
"78",429.288675449789,7.99356922632594
"79",385.465248860419,8.6266782215131
"80",315.875697694719,50.3598919930098
"81",127.387876622379,1312.19373837008
"82",202.342090383172,388.306518380534
"83",233.29350547865,238.692705003118
"84",491.375453025103,7.58055263680052
"85",174.490661825985,600.545691447462
"86",127.780274208635,1277.18511892611
"87",472.847231850028,-6.56407636998696
"88",291.802093666047,94.5621415063407
"89",298.638003692031,84.3155408736616
"90",105.267283320427,1858.85204382411
"91",354.111786279827,38.0920692050113
"92",313.401863072067,60.8351843474949
"93",460.521664936095,10.2265965884306
"94",225.042935926467,268.777954159967
"95",343.29426176846,34.8093981863371
"96",136.770101543516,1118.42321976591
"97",396.557934489101,38.2514070802623
"98",239.468149002641,214.691858075479
"99",269.072079472244,150.53660834672
"100",141.405940707773,1057.10527277416
"101",412.201391346753,26.6408381887121
"102",266.032727621496,133.763097193038
"103",390.141779743135,25.886394586107
"104",438.370457757264,2.84098769355675
"105",417.467405181378,0.269296292544949
"106",415.516747254878,12.6010524720182
"107",182.315323594958,535.404074651988
"108",415.889393724501,18.4819370633002
"109",215.700941160321,318.496588964411
"110",409.600687772036,4.79729019721012
"111",354.04956927523,26.1252057955276
"112",417.409309465438,11.1917667628708
"113",244.058382604271,193.982232653216
"114",218.070929870009,290.578209269345
"115",231.313821300864,239.143427470648
"116",182.354734186083,543.598403163377
"117",162.489022314548,744.527344692406
"118",415.370743814856,31.4139020256571
"119",273.010502103716,127.330384121141
"120",120.545358210802,1443.67772225715
"121",394.523638952523,34.6217401068223
"122",473.640555515885,-7.17492064804777
"123",127.125166542828,1304.88748288114
"124",288.54816230014,114.63382835256
"125",274.404790718108,127.710758553816
"126",307.816256955266,61.8154605479181
"127",434.879447240382,13.7572181885279
"128",160.620912443846,748.781850707746
"129",228.903438616544,252.36172246541
"130",174.72752770409,605.953754547396
"131",341.311521735042,49.6104237756497
"132",247.43883209303,200.75880851033
"133",240.39946468547,225.206569550185
"134",361.245881579816,24.7940338381942
"135",350.042812339962,26.9053031187096
